type_debris,waste_quantity,pickup_name,pickup_address,pickup_city,pickup_state,pickup_zip,pickup_lat,pickup_lng,pickup_geocode_confidence,generator_address,generator_city,generator_state,generator_zip,transporter_name,receiving_name,receiving_address,receiving_city,receiving_state,receiving_zip,receiving_lat,receiving_lng,receiving_geocode_confidence
Limited-Use Fill,15 Tons,Con Ed 179th Street Substation,4370 Third Ave,Bronx,NY,10457,40.850442,-73.8937696,unconfirmed,4%66 THIRD AVE,"BROPY,",NY,10457,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,Unconfirmed,Con Ed 179th Street Substation,4370 Third Ave,Bronx,NY,10457,40.850442,-73.8937696,unconfirmed,4340 THARD AVE,BRONX,NY,10457,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Mix/Other,Unknown,CONST,1830 GULFORD Are,New Hyde PARK,NY,Unknown,40.7422718,-73.672335,unconfirmed,Unknown,New Hyde PARK,NY,11040,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,Unconfirmed,CON,CON,Astoria,NY,Unknown,40.7643574,-73.9234619,unconfirmed,31-01 Asturia 20th Ave,Asturia,NY,11月5日,O'Leary construction INC,Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,Unconfirmed,CON,CON,Astoria,NY,Unknown,40.7643574,-73.9234619,unconfirmed,31-01 Asturia 20th Ave,Asturia,NY,11月5日,O'Leary construction INC,Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,Unconfirmed,Con Ed 179th Street Substation,4370 Third Ave,Bronx,NY,Unknown,40.850442,-73.8937696,unconfirmed,Unknown,Bronx,NY,10457,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
General Fill,10 Cubic Yards,Con Ed 179th Street Substation,4370 Third Ave,Bronx,NY,10457,40.850442,-73.8937696,unconfirmed,Unknown,Bronx,NY,10457,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
General Fill,10 Cubic Yards,Con Ed 179th Street Substation,4370 Third Ave,Bronx,NY,10457,40.850442,-73.8937696,unconfirmed,Unknown,Bronx,NY,10457,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,6 Cubic Yards,Con Ed 179th Street Substation,4370 Third Ave,Bronx,NY,10457,40.850442,-73.8937696,unconfirmed,4340 TETSD Ava,BRODY,NY,10457,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,Unknown,O'LEARY Const,1830 Gitford Ave,New Hyde PARK,NY,11040,40.7422718,-73.672335,confirmed,Unknown,New Hyde PARK,NY,11040,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Construction Waste,Unknown,Con Ed 179th Street Substation,4370 Third Ave,Bronx,NY,10457,40.850442,-73.8937696,unconfirmed,4340 THERD HUR BRONK,BRONK,NY,10457,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,18 Cubic Yards,Con Ed East River Dock,801 East 14th Street,New York,NY,10009,40.7275676,-73.9731554,confirmed,801 East 14/st,New York,NY,10009,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Construction Waste,18 Tons,Con Ed East River Dock,801 East 14th Street,New York,NY,10009,40.7275676,-73.9731554,confirmed,801 East 14th Street,New York,NY,10009,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Construction Waste,18 Cubic Yards,National Grid Greenpoint,287 Maspeth Ave,Brooklyn,NY,11211,40.7203281,-73.9268889,confirmed,Unknown,Brooklyn,NY,11211,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Mix/Other,18 Cubic Yards,Con Ed Bensonhurst,1278 McDonald Ave,Brooklyn,NY,11230,40.6213437,-73.9758638,confirmed,4 Irving Place,N.,NY,10003,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Mix/Other,Unconfirmed,Con Ed Bensonhurst,1278 McDonald Ave,Brooklyn,NY,11230,40.6213437,-73.9758638,confirmed,4 Irving place N.Y :NY,Brooklyn,NY,10003,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,Unknown,Con Ed East River Dock,801 East 14th Street,New York,NY,10009,40.7275676,-73.9731554,confirmed,801 East 14th St. New York :NY,New York,NY,10009,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,32486 Cubic Yards,Con Ed East River Dock,801 East 14th Street,New York,NY,10009,40.7275676,-73.9731554,confirmed,BOLE 14th Street व्रत,City:,NY,10009,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,Unconfirmed,Con Ed East River Dock,801 East 14th Street,New York,NY,10009,40.7275676,-73.9731554,confirmed,801 E 14th St New York,New York,NY,10009,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Construction Waste,18 Tons,Con Ed East River Dock,801 East 14th Street,New York,NY,10009,40.7275676,-73.9731554,confirmed,861 E 14th St New York,New York,NY,10009,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,Unconfirmed,Con Ed East River Dock,801 East 14th Street,New York,NY,10009,40.7275676,-73.9731554,confirmed,801 East 14th st New York NY Zip: 10009,New York,NY,10009,"O'Leary Construction, Inc.",Allocco Recycling Corp,540 Kingsland Ave,Brooklyn,NY,11222,40.7355308,-73.9443812,confirmed
Limited-Use Fill,Unknown,Con Ed East River Dock,801 East 14th Street,New York,NY,10009,40.7275676,-73.9731554,confirmed,801 East 14th st New York NY Zip: 1009,New York,NY,10009,"O'Leary Construction, Inc.",Allocco Recycling Corp,540 Kingsland Ave,Brooklyn,NY,11222,40.7355308,-73.9443812,confirmed
Construction Waste,20 Tons,Con Ed East River Dook,801 East 14th Street,New York,NY,10009,40.7275676,-73.9731554,confirmed,801 East 14th St (Dock),New York,NY,10009,"O'Leary Construction, Inc.",Allocco Recycling Corp,540 Kingsland Ave,Brooklyn,NY,11222,40.7355308,-73.9443812,confirmed
Limited-Use Fill,20 Tons,Con Ed East River Dock,801 East 14th Street,New York,NY,10009,40.7275676,-73.9731554,confirmed,801 East 14th St.,NY,NY,10009,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,18 Tons,Con Ed East River Dock,801 East 14th Street,New York,NY,10009,40.7275676,-73.9731554,confirmed,20i East 14th 57,NY,NY,L0009,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,18 Tons,Con Ed East River Dock,801 East 14th Street,New York,NY,10009,40.7275676,-73.9731554,confirmed,801 EAST 14th STMEET,NEW York,NY,1009,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Mix/Other,18 Cubic Yards,Unknown,"541.1795T, (BROAX)",BRONX,NY,10457,40.8441387,-73.8977693,unconfirmed,1610 MATTHIEWS AVIE.,BRONK,NY,10462,"O'LEARY,","N.Y, RECYCLING.",475 Exterior Street,Bronx,NY,10451,40.8183815,-73.9318259,confirmed
Mix/Other,20 Cubic Yards,Unknown,541 6. 179 ST. (BRONX),"BRONX,",NY,10462,40.8525006,-73.9084595,unconfirmed,1610 MATTHEWS AVE.,"BRONX,",NY,10462,O'LEARY.,"N.Y, RECYCLING.",475 Exterior Street,Bronx,NY,10451,40.8183815,-73.9318259,confirmed
Mix/Other,19 Cubic Yards,"541E, 179 ST.","541 E, 179 ST, (BRONX)",BRONX,NY,1047,40.8492562,-73.8945252,confirmed,"1610 MATTHEWS Ave,","BRONX,",NY,10462,O'LEARY,"N.Y, RECYCLING.",475 Exterior Street,Bronx,NY,10451,40.8183815,-73.9318259,confirmed
Construction Waste,18 Cubic Yards,"MTA LIRR Jamaica, NY",9359 183rd Street,Queens,NY,11423,40.7063924,-73.7783096,confirmed,Unknown,"Jamaica, NY",NY,11423,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,16 Tons,"MTA LIRR Jamaica, NY",9359 183rd Street,Queens,NY,11423,40.7063924,-73.7783096,confirmed,9359 183rd Street,Queens,NY,11423,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Mix/Other,12 Cubic Yards,CONCRETE.,"541 E, 179 St. (Break).",BR,NY,10467,40.8492562,-73.8945252,unconfirmed,1610 MATTHEWS AVE.,BRONK,NY,10467,O'LEARY.,"N.Y, RECYCLING.",475 Exterior Street,Bronx,NY,10451,40.8183815,-73.9318259,confirmed
Construction Waste,18 Tons,179 Substation,541 € 179 St.,Bronx,NY,10457,40.8491132,-73.8949525,unconfirmed,1610 Matthews Ave,Bronx,NY,10462,O'leary,Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Construction Waste,15 Cubic Yards,CON ELSON,541.1795.5/9,BROPK,NY,10457,40.8441387,-73.8977693,unconfirmed,110 MATTHEWS AR,BREAK,NY,16462,OLARY.,Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Mix/Other,18 Cubic Yards,Unknown,541 E 179 st.,Bronx,NY,10457,40.8492562,-73.8945252,confirmed,1610 Matthews Ave.,Bronx,NY,10462,Oleary Construction,Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Construction Waste,Unconfirmed,Con Edison,E 179th St,Bronx,NY,10457,40.8491132,-73.8949525,confirmed,1610 Matthews Ave Rm 2nd,Bronx,NY,Unknown,Blesy Construction,Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Mix/Other,Unconfirmed,To18,"5416.1795T, (BROAK)","BRONX,",NY,10457,40.8390998,-73.9047667,unconfirmed,1610 MATTHEWS Ave.,"BRONX,",NY,10+62,"B'LEARS,","N.Y, RECYCLING.",475 Exterior Street,Bronx,NY,10451,40.8183815,-73.9318259,confirmed
Mix/Other,12 Cubic Yards,Unknown,"541 B. 17954, (BRONX)","BRONX,",NY,10457,40.8441387,-73.8977693,unconfirmed,1610 MATTHEWS AVE,BRONG,NY,10462,O'LEARS.,"N.Y, RECYCLING.",475 Exterior Street,Bronx,NY,10451,40.8183815,-73.9318259,confirmed
Construction Waste,10 Tons,Com Edison RAINEY SUBSTATIO,35-58 VERNON BL,LIC,NY,11368,40.7630108,-73.9424496,unconfirmed,35-58 VERVON BLUD,LIC,NY,1210/,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Limited-Use Fill,2 Cubic Yards,Con Ed Rainey,4370 Third Ave,Bronx,NY,10457,40.850442,-73.8937696,unconfirmed,35-58 Vernon Blvd,Long Island City,NY,11106,"O'Leary Construction, Inc.",Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Mix/Other,18 Tons,Unknown,541 E. 179 ST. (BROOX).,BRONX,NY,10457,40.8492562,-73.8945252,unconfirmed,1610 MATTHEWS AWA.,BRONX,NY,10462,"O'LGARY,",Castle Hill Recycling,1000 Zerega Ave,Bronx,NY,10462,40.8297567,-73.8435604,confirmed
Mix/Other,18 Cubic Yards,CON Edison,52-24 99th 37T,CORONA,NY,11368,40.7403663,-73.8614536,unconfirmed,53-24 CORONA 99+ St. : N,CORONA,NY,#368,O'LEARY CONSAuction,Evergreen Recycling,12708 Willets Point Blvd,Flushing,NY,11368,40.7581397,-73.8415365,confirmed
Mix/Other,18 Tons,Unknown,"541E, 1795T. (BRONK)",Bronx,NY,10457,40.8441387,-73.8977693,unconfirmed,1610 ATTIEKUS AVEL.,BROPH,NY,104262,O'Leary.,Castle Hill Recycling,1000 Zerega Ave,Bronx,NY,10462,40.8297567,-73.8435604,confirmed
Construction Waste,2 Cubic Yards,Unknown,"541 E. 1795T, (BRONX)",BRONT,NY,10457,40.8441387,-73.8977693,unconfirmed,"1610 KATTENS AVE,",BROAV,NY,"10462,","O'LEARY,",Castle Hill Recycling,1000 Zerega Ave,Bronx,NY,10462,40.8297567,-73.8435604,confirmed
General Fill,18 Tons,Unknown,"541 E. 179 ST, (BRONX)","BRONY,",NY,10457,40.8492562,-73.8945252,unconfirmed,1610 MATTHIEWS AVE.,"Bronk,",NY,10462,O'LEARY > O'Leary Const,Castle Hill Recycling,1000 Zerega Ave,Bronx,NY,10462,40.8297567,-73.8435604,confirmed
Unknown,Unknown,Unknown,"541 5, 1795T, (BRONK)","BRONX,",NY,10451,40.8187386,-73.9271644,unconfirmed,1610 MATTHEWS AVE.,"BRONX,",NY,10462,"O'LEARY,",Castle Hill Recycling,1000 Zerega Ave,Bronx,NY,10462,40.8297567,-73.8435604,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Holbrook,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Mt. Sinal,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741 Holbrook 11741,Mt. Sinal,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
